CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,PitchSatisfactionScore,NumberOfChildrenVisiting,MonthlyIncome,Weather,review_text
200084,0,34,Self Enquiry,1,,Male,3,3,Deluxe,4,2,5,0,,rain,"We had a great four night stay at Stelios in June. Chek-in was a breeze. We were running late from our drive back from Delphi and Stelio was in constant contact. The street was a little hard to find for our Uber Driver, but Stelios was waiting in the street for us (for a late night check-in). He even helped us carry our baggage up as we had a baby and ton of things. 

The street is covered in graffiti (and so is most of Athens), so I was a bit skeptical when we first arrived. The building itself is mostly empty, so that may put you off at first as well. But once we entered the apartment, we were pleasantly surprised at how big it was. There were fresh sheets and linens (the sheets smelled amazing) and place was really clean. Wi-fi was great as well. 

The location of the apartment can't be beat. You can walk to everything and the street itself has this cool circus theme restaurant that was quiet an attraction at night. 

My only complain was that it was a little loud at night in the room that was facing the restaurant next door when they had music nights. But we just slept in the other room that night and we were fine.  "
200085,0,56,Self Enquiry,1,13,Male,2,5,Standard,3,5,2,0,22260,drizzle,"Everything was perfect. Stelios stayed in touch with us all the way to Athens to make sure he could welcome us properly. The appart was clean and confortable, it was actually big enough for the whole family and more. Great coffee and juices in the fridge waiting for us. Best asset? The location. It is right in the middle of plaka, close to a lot of restaurants, bars, little shops and, of course, the acropolis. Its a 5 minutes walk away from the metro (monastikari) from which you can join the airport or the port so easily. Would go back anytime!"
200086,0,23,Self Enquiry,3,8,Male,3,3,Basic,5,4,3,1,17322,rain,"Stelios was always very helpful, in every step of our communication. The location of the flat is amazing and the interior design was also perfect.
Thanks for the lovely hospitality."
200087,0,51,Self Enquiry,1,15,Male,3,3,Basic,3,4,3,0,17075,rain,"Stelios was really friendly and helpful and arranged for us to check-out later, in time for our ferry. He also helped us arrange for transport from the airport to our accommodation. His place is situated in a great and safe location, with easy access to the metro/trains as well as plenty of dining areas/souvenir shops nearby. It was also very convenient to get to most of the tourist attractions by foot from our accommodation. "
200088,0,,Self Enquiry,1,8,Male,2,4,Deluxe,3,2,4,0,,rain,"The place is a walkable distance from market, food, all major attractions. Owner is very accommodating and  was quite generous with map of the area, directions etc. The appartment was on 3rd floor, with small but excellent working elevator.  We were 4, with 2 Bed rooms, plus a common room with Refrigerator, oven hotplate, all utensils, K-cup coffee makers, k-cups, sugar etc. The cleanliness all around was exceptional and all 3 rooms very modern, well decorated and fully AC. If I had to go again, I will definitely stay with them. Hope this helps future travelers in making an informed decision."
200089,1,46,Self Enquiry,3,15,Male,3,4,Standard,3,2,5,1,24619,rain,"Great place, great location. The host was super helpful. We got lost trying to find the place. I texted Stelio and he met us close by and showed us the way. He recommended good and affordable parking space next to the apartment.
The location is central and we walked everywhere. The place is clean and cozy.
I will recommend it to my friends and will certainly stay there again when I end up back in Athens."
200090,0,40,Company Invited,1,6,Male,3,4,Super Deluxe,4,2,2,2,28503,rain,"Stelios's place was amazing - extremely close to all the sites you'd want to see in Athens, modern and super clean. He was also super friendly and hospitable - offering to meet us at the train station and was nice enough to do some emergency printing for us and drop it off early in the morning. We would 100% stay at the studio again next time we are in Athens "
200091,0,51,Self Enquiry,3,27,Male,3,3,Deluxe,3,1,5,1,20441,rain,"The place was really perfect for visiting Athens. Stelios and his sister were very helpful ... we tried the restaurant, she recommended - it was great. 
""The apartement is really cool"" - quote from our 12year old son.
Thanks for hosting us, we hope, we can come again some times."
200092,0,30,Self Enquiry,3,10,Female,3,4,Deluxe,4,2,3,1,20209,sun,Nice apartment in a perfect location for discovering Athens! Stelios was super nice and helpful with everything.
200093,0,46,Company Invited,1,6,Male,2,4,Standard,5,3,2,1,25673,rain,"Really great apartment. Very tidy, with many details(tv in every room, earplugs, coffee machine, an USB hub...), very well ubicated in the center... We were 4 friends and we haven't found anything bad we can tell... So for us: perfect!
Also Stelios was a great host, answering whatever request very fast and always willing to be helpful."
200094,0,32,Self Enquiry,3,12,Male,2,,Deluxe,3,2,5,0,20010,sun,"This is a fully renovated apartment in the heart of Athens. A wonderful location within walking distance of the main buildings of the city, and surrounded by good bars and restaurants. Also Stalios was super helpful and booked a wonderful and cheap taxi service from and to the airport."
200095,0,54,Self Enquiry,1,8,Female,2,3,Standard,3,1,4,0,28549,snow,"Great location close to everything! Beautiful cafes and restaurants around must try Savvas for kebabs on Ermou st, Beds are super comfortable and place is very clean! Stelio is a great host, always available to accomodate even provided us with scales to weigh our suitcases!
Thank you for making our Athens stay easy and enjoyable!"
200096,0,24,Self Enquiry,3,9,Female,2,,Deluxe,3,1,4,0,19999,rain,"Great location. Right near lots of shops, resteraunts and walking distance to the Acropolis. In a very ecclectic neighbourhood with lots to see from one street to the next. The host was helpful and prompt with responses. The apartment was also very clean. Two thumbs up!"
200097,0,,Company Invited,3,10,Male,2,3,Deluxe,3,2,2,0,,sun,"This is without a doubt the best place to be, right in the middle of everything you want to experience and more!
Stelios is a wonderful host, he responded faster than I could have imagined to all of my many questions.  
Stelios can arrange a driver to pick you up at the airport and drop you off.  It was awesome and the driver was great and there before you even needed him.  You walk out the door and there you go-
The apartment is in the midst of everything, so soak it in, realize and appreciate where you are and it will be even more special to you.
Very clean apartment, comfortable, safe, well decorated. Everything you simply need.
Do not hesitate to book, I would do it again and would tell anyone I know to stay with Stelios!  Thank you Stelios!"
200098,0,58,Self Enquiry,3,16,Male,2,3,Super Deluxe,3,1,3,1,28872,sun,"Great location, very modern apartments, Stelios is wonderful and responsive."
200099,0,44,Company Invited,1,29,Male,3,3,Deluxe,4,5,3,0,17042,sun,We loved Stelios' flat - just be so careful while walking the streets.  My purse was stolen out of my backpack without my knowing it - the thieves are that skillful.  Do not let your guard down.  Stelios and all the wonderful Greek people we met will always make our Athens' memories good ones!
200100,1,37,Self Enquiry,2,12,Male,3,3,Basic,5,5,2,0,17073,rain,We arrived in Athens after a long day of traveling and were happy to meet Stelios immediately after we got out of our taxi. The check in process was very easy and the bedrooms were comfortable and the AC was much needed as it was very hot in Athens. It is a quick walk to a ton of restaurants and not too far of a walk to the Acropolis. We had a wonderful stay!
200101,0,32,Self Enquiry,1,6,Male,3,3,Basic,5,2,2,2,17956,rain,"Excellent host / location / apartment / communication !!
Everything was just perfect :)
Thanks a lot, Stellios!"
200102,1,20,Company Invited,1,12,Female,3,4,Basic,3,2,2,1,17926,rain,"Apartment near by Metro Station walking within 2 min.
Good location, near by Ermou Street &PLAKA town.
Restaurants, cafes & 24 hours bakery shop...just beside of you, very convenient.

Owner and his brother very helpful.

Everything are PREFECT!"
200103,0,34,Self Enquiry,1,,Female,2,3,Deluxe,3,2,3,0,19809,drizzle,"Stelios was a great host and was very accommodating. He arranged a transfer for us from the airport and was there to check us in and give us some tips/suggestions of where to go and what to see in Athens, including where to eat as well! His place was exactly like the pictures, very clean, had basic necessities such as beds, clean sheets, shower, kitchen, etc. location was easy to get toMONASTIRAKI square and the metro, as well as close enough to walk to the Parthenon/Acropolis. It was a great stay for two nights and my friends and I would recommend it! Thank you stelios. "
200104,0,37,Company Invited,1,8,Male,3,4,Deluxe,3,6,2,1,20163,sun,Great renovate space in the old center of Athens. The location seems to be up and coming with all bars in the back streets.
